Questions,Category
Sinong mas gusto mo siya o ako?,human
Kailan ba siya mapapasaakin? ,human
Sino ang nanay mo? ,human
Sino si Faye? ,human
Sino ang bumihag ng puso mo? ,human
Alin dyan ang pumatay sa pinsan ko? ,human
Ano ako para sa iyo? ,human
Bakit mo siya iniwan?,human
Paano kita malilimutan?,human
"Sino ang mahal mo, DOTA o ako?",human
Sino ang crush mo?,human
Sino ka?,human
Sino si Jollibee?,human
Sino si McDonald?,human
Sino ang ka-text mo kagabi na nag ngangalang David?,human
"Alin sa dalawa ang totoo, ang mahal kita o ang mahal mo ako?",human
Ano ang pangalan mo?,human
Ano ang tawag sa mga mag-aaral sa UP?,human
Ano ang tawag mo sa kapatid ng iyong ina?,human
Sino ang nagbibigay sa iyo ng baon?,human
Sino ang paborito mong guro?,human
Sino ang pipiliin mo?,human
Alin sa sumusunod ang pinaka importante para sa iyo?,human
Alin sa kanila ang nakaaway mo?,human
Ano ba talaga ako sa buhay mo?,human
Bakit ba siya nalang lagi ang binibigyan mo ng oras at panahon?,human
Paano mo nagawang ipagpalit ang pamilya mo sa babaeng minsan mo lang nakilala?,human
Paano ko ba makakalimutan ang lahat ng sakit na dinulot mo?,human
"Sino ang pipiliin mo, ako o siya?",human
Sino ba sa atin ang may malaking pagkukulang?,human
Sino ka ba talaga?,human
Alin ba sa dalawang babae ang pipiliin mo?,human
Ano ang gagawin mo kung nawala mo ang mismong sarili mo?,human
Ano sa palagay mo ang tingin ng mga tao sa'yo?,human
Bakit mo ako pinapahirapan?,human
Paano ba magmahal?,human
Paano mo masasabing mahal mo ang isang tao?,human
Kailan ka mamumulat sa katotohanan?,human
Sino ang may sala?,human
Sino ka para gawin akong alipin nang katangahan mo?,human
Sino ang diyos?,human
Alin sa kanila ang ayaw mong makilala nang lubos?,human
Bakit ka muling nabigo sa kabila ng aking payo?,human
Bakit mo siya binalikan at ako'y iniwang luhaan?,human
Paano nahulog ang loob mo sa kanya?,human
"Sino itong nasasalamin,kaharap ko ngunit hindi tumitingin?",human
Sino ang nagpaiyak sa'yo?,human
Saan ang dumurog sa puso mo?,human
Ano ang pangalan mo?,human
Paano niya tinapos ang proyekto?,human
Sino ang pipiliin mo?,human
Sino ang mahal mo?,human
Sino ang nanalo?,human
Bakit napakapangit ng disenyo ng iyong salwal?,human
Sino ang salarin ng krimen na ito?,human
Bakit siya pa kung pwede naman ako?,human
Bakit kailangang may mang-iwan?,human
Bakit tayo nananaginip?,human
Sino ang taong gusto mong makasama sa pinakamahabang panahon?,human
Sino ang nakadiskubre nang mundo?,human
Sino ang gusto mong maging ikaw?,human
Saan nanggaling ang mga kapangyarihan ng superheroes?,human
Paano magpatawad ng taong kinasusuklaman?,human
Sino ang nagpapasaya sa iyo?,human
"Sino ang mas magaling umawit, si Mariah Carey o si Ariana Grande?",human
Ano ako para sa iyo?,human
Sino ka ba sa buhay niya?,human
Sino ang nagpakamatay sa krus para maligtas tayong lahat?,human
"Paano na kaya, di ko naman sinasadya?",human
Sino ang babae sa septic tank?,human
Sino ang kasintahan mo?,human
Sino ang nag-utos sa iyo na saktan ang damdamin ko?,human
Sino ang huling nakakita sa nangyaring patayan?,human
Sino dito ang pwedeng makatrabaho ng prinsesa?,human
Sino sa kanila ang ini-ibig mo? ,human
Sino ang nagpapasagot ng mga tanong na ito?,human
Sino ang sasagot?,human
Sino ang mahal mo?,human
Sino ba ang maganda?,human
Sino ba ang mas maganda sa amin?,human
"Sino ang mas maganda, ako o siya?",human
Sino ang paborito mong anak?,human
Sino ang uuwi galing sa bahay ni kuya?,human
Sino ang pumatay sa pag-ibig ko?,human
Sino ang babaeng nagpapatibok ng puso mo?,human
Sino ang nagbigay ng lipstick?,human
Sino ang lalaking tumalon sa bintana at nagpakamatay?,human
Ano ang pangalan ng iyong napupusuan na babae?,human
Sino ang Ama ng Kompyuter?,human
Sino ang pambansang bayani?,human
Sino ang pinakamatanda na guro sa DCS?,human
Alin sa power rangers spd ang pinakamagaling?,human
Alin sa mga kaklase mo ang pinakamaganda?,human
Sino ba talaga mahal mo?,human
Sino ba ang hinahanap mo?,human
Sino ba talaga mahal mo?,human
Sino ba ang laman ng puso mo?,human
Sino ba kapares mo sa pagsusulit?,human
Sino ba talaga yung gusto mo?,human
Sino ang pinakamatalik mong kaibigan?,human
Ano ang pangalan mo?,Human
Sino ang mahal mo?,Human
Sino ang nanay mo?,Human
Sino ang pupunta sa SM?,Human
Sino ang ibinoto mo?,Human
Sino ang nagluto ng chopsuey?,Human
Sino ang nanalo sa palaro?,Human
Sino ang nagmamay-ari ng puso ni Faye Lomente?,Human
"Sino ang pipiliin ko, siya ba na pangarap ko o siya bang kumakatok sa puso ko?",Human
Sino ang taong nagpapatibok ng puso ni Faye Lomente?,Human
Sino ang una mong minahal?,Human
Ano ang pangalan mo?,Human
anong pangalan ng kasama mo isang araw sa park?,Human
sino ba sa aming dalawa?,Human
sino gusto mo makasama habang buhay?,Human
sino gusto mo isama natin sa ating lakad?,Human
Sino ba talaga ang gusto mo sa aming dalawa?,Human
Sino ang nagmamay-ari sa puso mo?,Human
Sino ang nakabili ng Nike na sapatos na nakalagay dito?,HUman
"Sino ang mas maganda, si Liza o si Julia?",Human
Sino ang nagbigay ng Lacoste na t-shirt sa kanya?,Human
Sino ang iyong isasakripisyo para kay Adolf Hitler?,HUman
Sino ang gusto mo makasama habambuhay?,Human
Sino ang taong nag papatibok ng iyong puso?,Human
Ano ang pangalan mo?,Human
Sino ang unang-una mong naiisip sa iyong pagkagising?,Human
Sino ang pinakamahalagang tao sa buhay mo?,HUman
Sino ang iyong naiisip pagkanarinig mo ang salitang 'forever'?,HUman
Sino ang huling nakausap mo?,Human
Sinu-sino ang mga kaibigan mo?,Human
Sino ang unang nagpatibok ng iyong puso?,Human
Sino ang dapat manalo sa digmaan ng pag-ibig?,Human
Sino ang ipinagpalit mo sa akin?,Human
Ano ang pangalan mo?,Human
Sino ba talaga sa tatlong bata ang anak mo?,Human
Sino ang crush mo?,HUman
Sino ang naglagay ng pagkain sa mesa?,HUman
Ano ang pangalan mo?,HUman
Sino siya? ,Human
Sino ba ang nang-iwan sa ating dalawa?,Human
Sino ba ang unang nagsawa?,Human
Sino ba ang ipinagpalit sa iba?,Human
Sino ba ang umasa sa wala?,Human
Ano ang pangalan mo?,Human
Sino iyang kasama mo?,Human
Sino ang ipinalit mo sa akin?,Human
Sino ang pipiliin mo mahal mo o mahal ka?,Human
Sino ako para sayo?,Human
Sino ka kapag wala ako?,Human
Sino ang pipiliin mo sa aming apat?,Human
Ano ang iyong pangalan?,Human
Ano ang pangalan ng nanay mo?,Human
Sino ka ba?,Human
Sino ang mahal mo?,Human
Sino ang iibigin ko?,Human
"Sino sa dalawa ang mas nagmukhang unggoy, si Mocha Uson o si Tito Sotto?",Human
Sino ba yung kausap mo kanina?,Human
Sino sa inyo ang kumuha ng wallet ko?,Human
Sino ang mas matimbang sa puso ni Waldo?,Human
Sino kaya ang mananalo sa labanang Pacquiao at Crawford?,Human
Alin sa mga empleyado ang malinis at mabilis magtrabaho?,Human
Sino ang bayani ng buhay mo?,Human
Sino ang pinakamaganda sa barkada nila?,Human
Sino ang huli mong nakausap sa phone mo?,Human
Sino ang nag-udyok sayo na mag aral ng Computer Science?,Human
Sino ang pinakamatalik mong kaibigan?,Human
Saan ka kukuha ng pera para pang bili ng ticket sa concert ng Coldplay?,Human
Sino ang kasama mo noong huling Sinulog?,Human
Sino ang mga magulang ni Jon Snow?,Human
Sino ang sunod na magiging kampeon sa palarong pambansa?,Human
Sino ba sila?,Human
Sino nga ba?,Human
Alin sa mga kapitbahay mo ang kaibigan mo?,Human
Saan dapat unang pumupunta ang mga bata kapag may problema sa pakikipagrelasyon?,Human
Sinong kasama mo kagabi?,Human
Sino ang pinakamahalagang tao para sayo?,Human
Sino ang iibigin ko?,Human
Sino ang mahal mo?,Human
Sino ka ba?,Human
Sino ang nagmamay ari nito?,Human
Sino ang nanay mo?,Human
Sino ang nagpatay sa kanya?,Human
Sino ang walang libro dito?,Human
Sino siya?,Human
Sino ka para saktan ako nang ganito?,Human
Sino ka para paiyakin ako gabi-gabi?,Human
Sino na nga ba ako sa buhay nya?,Human
Sino sa amin ang mas matimbang para sa kanya?,Human
Sino ang mahal mo?,Human
Sino ba ang gusto mo?,Human
Sino ba ang nilalaman ng iyong puso?,Human
Alin sa dalawa ang pipiliin mo?,Human
Sino ang kumagat sa logo ng apple at bakit hindi nya ito inubos?,Human
"Sino ang pipiliin ko, mahal ko o mahal ako?",Human
Sino ang pinakasalan ng ex ko?,Human
Sino ang nakabuntis kay Nene?,Human
Sino ang nagtapon ng basura?,Human
"Alin ang mas malaki, bulsa ni Doraemon o bag ni Dora?",Human
"Alin ang mas mabuting lider, si Duterte o si Trump?",Human
Ano ang iyong pangalan?,Human
Sino bang mas mahalaga sa'yo?,Human
Sinu-sino raw ang dadalo?,Human
Sino yang kasama mo?,Human
ano pangalan mo?,Human
sino ang pipipiliin ko?,Human
sino ang dapat managot?,Human
sino ang dapat kong piliin?,Human
Sino ang taong nagpasaya sayo?,Human
Ano ang pangalan mo?,Human
Sino ang asawa mo?,Human
Sino ang bagong pangulo ng Amerika?,Human
Sino ang nanalo sa paligsahan?,Human
Sino ang mahal mo?,Human
Sino ang iibigin mo?,Human
Sino ang pinakaimportanteng tao sa buhay mo?,Human
Sino ang susunod na Miss Universe?,Human
Sino ang nakaimbento ng lotion?,Human
Sino ang taong iniibig mo?,Human
Sino ang inspirasyon mo?,Human
Sino ang una mong kaibigan sa kolehiyo?,Human
Alin sa amin ang pipiliin mo?,Human
Sino ba ang nang-iwan sa ating dalawa?,Human
Sino ba ang unang nagsawa?,Human
Sino ba ang ipinagpalit sa iba?,Human
Sino ba ang umasa sa wala?,Human
Sino iyang kasama mo?,Human
Sino ang ipinalit mo sa akin?,Human
Sino ang pipiliin mo mahal mo o mahal ka?,Human
Sino ako para sayo?,Human
Sino ang pipiliin mo sa aming apat?,Human
Alin ang mas matimbang sa aming dalawa?,Human
Alin sa kanila ang mas maganda?,Human
Sino ang mahal mo?,Human
Sino ang iibigin ko?,Human
"Sino sa dalawa ang mas nagmukhang unggoy, si Mocha Uson o si Tito Sotto?",Human
Sino ba yung kausap mo kanina?,Human
Sino sa inyo ang kumuha ng wallet ko?,Human
Sino ang mas matimbang sa puso ni Waldo?,Human
Sino nga ba talaga ang mauuna kung magkakarera ang isang pagong at isang kuneho?  ,Human
Sino kaya ang mananalo sa labanang Pacquiao at Crawford?,Human
Alin kaya sa mga kandidata ang mananaig at kokoronahan?,Human
Alin sa mga empleyado ang malinis at mabilis magtrabaho?,Human
Sino ang bayani ng buhay mo?,Human
Sino ang pipiliin ko?,Human
Sino ang pinakamaganda sa barkada nila?,Human
Sino ang huli mong nakausap sa phone mo?,Human
Sino ang nag-udyok sayo na mag aral ng Computer Science?,Human
Sino ang pinakamatalik mong kaibigan?,Human
Saan ka kukuha ng pera para pang bili ng ticket sa concert ng Coldplay?,Human
Sino ang kasama mo noong huling Sinulog?,Human
Sino ang mga magulang ni Jon Snow?,Human
Sino ang sunod na magiging kampeon sa palarong pambansa?,Human
Sino ba sila?,Human
Sino nga ba?,Human
Alin nitong mga bata ang nagsasabi ng totoo?,Human
Alin sa mga kapitbahay mo ang kaibigan mo?,Human
Saan dapat unang pumupunta ang mga bata kapag may problema sa pakikipagrelasyon?,Human
Saan tumitira ang aso kapag wala siyang may-ari?,Human
Sinong kasama mo kagabi?,Human
Sino ang pinakamahalagang tao para sayo?,Human
Sino ang iibigin ko?,Human
Sino ka ba?,Human
Sino ang mahal mo?,Human
Sino ang nanay mo?,Human
Sino ang nagpatay sa kanya?,Human
Sino ang walang libro dito?,Human
Sino siya?,Human
Sino na nga ba ako sa buhay nya?,Human
Sino sa amin ang mas matimbang para sa kanya?,Human
Sino ang mahal mo?,Human
Sino ba ang gusto mo?,Human
Sino ba ang nilalaman ng iyong puso?,Human
"Sino ang pipiliin ko, mahal ko o mahal ako?",Human
Sino ang pinakasalan ng ex ko?,Human
Sino ang nakabuntis kay Nene?,Human
Sino ang nagtapon ng basura?,Human
"Alin ang mas malaki, si B1 o si B2?",Human
"Alin ang mas mabuting lider, si Duterte o si Trump?",Human
Sino bang mas mahalaga sa'yo?,Human
Sinu-sino raw ang dadalo?,Human
Sino yang kasama mo?,Human
sino ang pipipiliin ko?,Human
sino ang dapat managot?,Human
sino ang dapat kong piliin?,Human
Sino ang taong nagpasaya sayo?,Human
Sino ang asawa mo?,Human
Sino ang bagong pangulo ng Amerika?,Human
Sino ang nanalo sa paligsahan?,Human
Sino ang mahal mo?,Human
Sino ang iibigin mo?,Human
Sino ang pinakaimportanteng tao sa buhay mo?,Human
Sino ang susunod na Miss Universe?,Human
Sino ang nakaimbento ng lotion?,Human
Sino ang taong iniibig mo?,Human
Sino ang inspirasyon mo?,Human
Sino ang una mong kaibigan sa kolehiyo? ,Human
Sinong tao ang mahalaga sa iyo?,Human
Sinu-sino ang nagbibigay nang inspirasyon sa iyo para lumaban?,Human
Sino sa kanila ang pipiliin mo?,Human
Sinu-sino ang nasaktan?,Human
Sino ang kabarkada mo?,Human
Sino ang mahal mo?,Human
Sino ang susunod na Ms. Universe?,Human
Sino ang celebrity crush mo?,Human
"Sino ang pipiliin ko, mahal ko o mahal ako?",Human
Sino ang mas nasaktan sa ating dalawa?,Human
Sino ang iyong unang minahal?,Human
Sino ba talaga?,Human
Sino ang pumatay kay Lapu-lapu?,Human
Sino ang pipiliin ko?,Human
Sino sa kanila ang mahal mo?,Human
Sino ang tunay na kaibigan mo?,Human
Sino sa aming dalawa ang pipiliin mo?,Human
Sino ba ang may-ari nito?,Human
Sino ang nagpapatibok ng iyong puso?,Human
Sino ang pinapatay mo sa iyong isipan?,Human
Alin ang mas matimbang ang nanay o tatay mo?,Human
Alin ang pipiliin mo siya o ako?,Human
Sino ang laman ng puso mo?,Human
Alin ang gusto mo a) pogi na chikboy o b) simple na marunong makuntento?,Human
sino ang mahal mo?,Human
Sino ang pangalawang presidente ng Pilipinas?,Human
Sino ang mananalong Best Actress sa Oscar's?,Human
Sino ang tatanghaling Miss Universe?,Human
"Sino ang pipiliin mo, mahal ka o mahal mo?",Human
Sino ang may sabi na maniwala ka sa lahat ng sinasabi sa mga aklat sa kasaysayan?,Human
Sino ang mananalo ng Miss Universe?,Human
Sino ang nag utos na patayin si Bonifacio?,Human
Sino ang pinaka unang bayani na naka sulat ang lumaban sa pilipinas?,Human
Sino ang kapatid ni Heneral Luna?,Human
Sino ang Presidente ng Pilipinas?,Human
Sinu-sino ang mga bayaning nagtanggol sa Pilipinas upang makamit ang kalayaan?,Human
Sino kaya ang susunod na mamumuno pagkatapos ng termino ni Duterte?,Human
"Alin ang mas mahalaga, pamilya o pera?",Human
"Alin sa aming dalawa ang gusto mong makasama, Ako o siya?",Human
"Sino ang pipiliin ko, mahal ko o mahal ako?",Human
Sino kaya senyora sa buhay ni Marimar?,Human
Sino ang kumuha ng Bacardi ko sa mesa?,Human
Alin kanila ang lumason sa ama ni Tutankhamun?,Human
Sino ang nagalit?,Human
Sino ang gumawa?,Human
Sino siya sayo?,Human
"Sino ang pipiliin mo, mahal mo o mahal ka? ",Human
Sino nga ba siya sa puso mo? ,Human
Sino ba 'yang nag-iingay? ,Human
Alin sa mga taong ito ang may kasalanan? ,Human
Sino ang crush mo sa UP?,Human
Alin sa kanila ang nagustuhan mo?,Human
"Ano ba talaga ang bet mo, ako o siya?",Human
Sino ang nakabasag ng aking puso?,Human
Sino kaya ang makakabuo sa akin muli?,Human
"Alin pipiliin mo, bayan o sarili?",Human
Sino ka para sabihin sa'kin ang mga 'yon?,Human
Sino ang kasama mo ngayon?,Human
Sino ka ba?,Human
Sino ang pinaka-importanteng tao sa buhay mo? ,Human
Sino ang hindi mo gusto sa kanila? ,Human
Sino ang pinakamaganda? ,Human
Sino ang mahal mo?,Human
Sino 'yung kasama mo?,Human
Sino ang nanay mo?,Human
Sino ang mahal mo?,Human
Sino 'yung kasama mo?,Human
Sino ang nanay mo?,Human
Sinong nanay mo?,Human
Sinong ba yung kasama mo kanina?,Human
Sinong tumawag?,Human
Sino ka ba?,Human
Sino ang pinakamasayahin sa inyo?,Human
Sino ang nais mong makapiling?,Human
Sino ang kasama niya?,Human
Sino ang nagbigay sayo niyan?,Human
Sino ang kumuha ng pera ko?,Human
Alin sa kanila ang umubos sa pagkain?,Human
Ano ang pangalan mo?,Human
Sino ang nagpapasaya sa iyo?,Human
Alin sa mga kaibigan mo ang totoo?,Human
Sino ang iibigin ko?,Human
Sino ang aakay sayo?,Human
Sino ang nanay mo?,Human
Sino ba siya?,Human
Sino ang tunay na tanga?,Human
Sino ang punong hurado ng tawag ng tanghalan?,Human
Sino si cristiano ronaldo?,Human
Sino ang tutulong sa thesis mo?,Human
"Sino ang pipiliin mo, siya o ako?",Human
"Saan ka mas masaya, sa taong mahal ka o sa taong mahal mo?",Human
"Sino ang mas mahalaga, ang ex-boyfriend mo o ang ex-husband ng nanay mo?",Human
Sino si Apolinario Mabini?,Human
Sino ang pambansang heartthrob?,Human
Ano ang pangalan mo?,Human
Sino ang mahal mo?,Human
Sino ang kumanta ng kantang to?,Human
Sino ang gusto mong makita?,Human
Sino ang pinaka close mo?,Human
Sino ang pinagsabihan mo neto?,Human
Sino kaya ang kasama niya kahapon?,Human
Sino sa kanila ang gusto mong ligawin?,Human
Sino ang nagtuturo nang Pilipino sa ating klase?,Human
Sino siya?,Human
Alin sa aming dalawa ang mas mahusay?,Human
Sino ang pambato natin sa Miss Universe 2016?,Human
Sino ang nagpaiyak sa iyo?,Human
Sino ang paborito mong Korean actor?,Human
Ano ang pangalan mo?,Human
Sino ka?,Human
Sino ang iyong idolo?,Human
Sino ang pinakamagaling sa inyong tatlo?,Human
Alin sa dalawang manliligaw mo ang gusto mo?,Human
Ano ang pangalan mo?,Human
Sino yang kasama mo?,Human
Sino ang nagpapatibok ng puso mo?,Human
Sino ang unang taong napasok sa isip mo sa tanong na ito?,Human
Sino ba ang mga may galit sa kanya?,Human
Sino ang pumunta ng Japan?,Human
Sino ang may-ari ng Brand X?,Human
Sino ang nagpapasaya sayo ngayon? ,Human
Sino ang ka-date mo ngayong Valentines Day?,Human
Ano ang iyong pangalan?,Human
Sino kaya ang magiging susunod na presidente?,Human
Sino ba talaga ang nagpatay ni Ninoy Aquino?,Human
Sino ang pinalit mo sa akin?,Human
Sino siya sa buhay mo?,Human
Sino ang nagsabi sa'yo?,Human
Sino ba talaga ang mahal mo?,Human
Alin sa'min ang mas mahal mo?,Human
Sino ang pinakamahalagang tao para sa iyo?,Human
Sino ang una mong tatakbuhan sa oras ng kagipitan?,Human
Sino ang taong hinding hindi mo makakalimutan?,Human
Alin sa mga miyembro ng iyong barkada ang pinakamalapit sa'yo?,Human
Sino ang mahal mo?,Human
Sino ang pipiliin mo?,Human
Sino ang nagbigay sa iyo nga kwintas?,Human
Alin sa amin ang gusto mo?,Human
Sino kaya ang magiging Miss Universe ngayong taon?,Human
Ano ang iyong pangalan?,Human
Alin sa kanila ang pipiliin mo?,Human
"Sino ang kumanta ng ""May Bukas Pa""?",Human
Sino sa inyo ang marunong sumayaw?,Human
Sino sa kanila ang mananalo?,Human
Alin sa kanila ang aanyayahin mo sa kasal ni Faie?,Human
Sino si Kokey?,Human
Sino ang professor mo?,Human
Sino ang pangulo natin?,Human
Sino ang mananagot sa kalapastangang nangyari dito?,Human
Sino ba ang may-ari ng sasakyang ito?,Human
Sino ang magiging reyna ng taong ito?,Human
Alin sa apat na estudyante ang pinakamahusay kumanta?,Human
Alin sa amin ang karapatdapat na maging presidente ng kompanya?,Human
"Sino ang iibigin ko, mahal ko o mahal ako?",Human
Sino ba sila?,Human
Sino ang baliw?,Human
Saan ka nagpunta?,location
Paano papuntang langit?,location
Alin ba diyan ang gusto niya?,location
Saan ko siya makikita?,location
Saan ka pupunta?,location
Saan dito ang nagtitinda ng puso?,location
Alin sa mga prutas ang matamis?,location
Saan ilalagay ang aking sapatos?,location
Paano ba bibitayin ang parol?,location
Alin ang mas maganda?,location
Saan ka nakatira?,location
Saan ka ngayon?,location
Saan niya dadalhin ang palasyo?,location
Alin sa mga lugar ang natungo mo na?,location
Saang sulok ng mundo kita matatagpuan?,location
Saan kita mahahanap?,location
Saan ko matatagpuan ang kapares ng sapatos mo?,location
Nasaan na ang ipinadalang alipin ng mga pilibustero?,location
Saan ka nagpunta?,location
Saan ba kayo unang nag kita?,location
Saan mo ba siya dadalhin?,location
Saan ba ito patungo?,location
Saan ba ako lulugar?,location
Saang kontinente mo matatagpuan ang pinakamahaba na ilog sa buong mundo?,location
Saan ka galing?,location
Nasaan ka nung naganap ang kaguluhan?,location
Saan ka pupunta sa oras na ito?,location
Saan niya inilagay ang iyong papel?,location
Saan kaya ako mag-aaral sa kolehiyo?,location
Bakit wala ka sa party?,location
Saan kita makikita?,location
Saan ka pumunta?,location
Saan ka galing?,location
Saan mo nakita yan?,location
Saan ba ang bahay nyo?,location
Saan mo siya huling nakita? ,location
Saang banda siya nakatira?,location
Saan ka nya iniwan? ,location
Saan ka nakatira?,location
Saan tayo magkikita?,location
Saan ka nanggaling?,location
Saan ang Luneta Park?,location
Saan napunta ang mga aktor sa Wildflower?,location
"Saan ang mas maganda puntahan, Malaysia o Thailand?",location
Paano kumuha ng birth certificate?,location
Saan mo planong mag bakasyon?,location
Saan mo gusto mag trabaho?,location
Saan ka kaain ng tanghalian?,location
Saan tayo magkikita bukas?,location
Saan mo ako dadalhin?,location
Bakit tayo aalis?,location
Bakit kayo aalis?,location
Bakit sila aalis?,location
Saan tayo pupunta?,location
Saan kayo pupunta?,location
Saan sila pupunta?,location
Saan nga ba patungo ang lahat na ito?,location
Saan ka pupunta kapag nakatapos ka na sa kolehiyo?,location
Saan mo inilagay ang utak mo?,location
Saan ang hangganan ng langit?,location
Saan ka pupunta?,location
Saan siya pumunta?,location
Saan ka tumungo?,location
Saan ba tayo magkikita mamayang gabi?,location
Saan mo gustong pumunta kung bibigyan ka ng pagkakataon na makapunta kahit saan?,location
Saan ba patungo ang daang ito?,location
Saan nakatira si Wonder Woman?,location
Paano ako makakakuha ng napakaraming french fries na libre?,location
Saan kaya ako maaaring tumira na walang iistorbo sa akin?,location
Saan ko mahahanap ang the one? ,location
Saan na si ate ko?,location
Saan na nga ba ang barkada?,location
Saan ka tumatambay sa skwelahan?,location
Saan ka ngayon?,location
Ano ba ang pangalan ng kompanya nila?,location
Saan ba tayo tutungo? ,location
Saan mo inilagay ang susi? ,location
Saan ka titira kung wala ako? ,location
Saan mo pwedeng itatago ang mga bagay na ito? ,location
Saan kayo una nagkita?,location
Saan kayo naghahalikan?,location
Saan ka galing?,location
Saan ka pupunta?,location
Saan ka na ngayon?,location
Saan tayo tutungo?,location
Saan tayo magtatapo?,location
Saan ka ko makikita ang Ibong Adarna?,location
Alin dito ang kakaiba?,location
Saan tayo unang magtatalik?,location
Saan patungo ang daan na ito?,location
Nasaan na ang lalakeng magpapatibok ng aking puso?,location
Saan ka?,location
Saan ka pupunta?,location
Saan ka patungo?,location
Saan ba ito patungo?,location
Saan tayo nilagay nang Diyos?,location
Nasaan ka na ba?,location
Saan ba tayo magkikita mamaya?,location
Saan ba talaga tayo pupunta?,location
Saan kaya dito sa mundo ang walang krimen?,location
Saan ang dulo ng bahaghari?,Location
Saan mo iniligay ang utak mo?,Location
Saan ang bahay niyo?,Location
Saan ka nakatira?,Location
Saan ka nag-aaral?,Location
Saan mo nais mag-bakasyon?,Location
Saan ba ako lulugar?,Location
Saan tinatago ni darna ang kanyang bato?,Location
Saan kumukuha ng lakas ng loob si Kiray?,Location
Saan ka pupunta?,Location
Saan ba ako patungo?,Location
Saan kaya naililibing ang mga patay na elepante?,Location
Nasaan ka noong gutom ako?,Location
saan kaya magandang pwesto para sa dinner date mamaya?,Location
saan gusto mong papasyalin natin? ,Location
Saan papunta sina Rico at Ruby?,Location
Saan maglalaro ang kupunan nina James Yap?,Location
Saan nakatira si Jimmy?,Location
Saan kayo maglalaro ni Adolf Hitler?,Location
Saan ka huling naglibang?,Location
Saan ka nakahanap ng poreber?,Location
Saan ka kumain kanina?,Location
Saan mahahanap ang puso ko?,Location
Saan niyo gustong magbakasyon?,Location
Saan mo ba gustong magtrabaho?,Location
Saan ka na ngayon?,Location
Saan ka nakatira?,Location
Saan ka pupunta?,Location
Saan mo gustong tumira?,Location
Saan mo nilagay ang panty ko?,Location
Saan mo iyon dinala?,Location
Saan ka pupunta?,Location
Saan ba nilagay ng kapatid mo ang ballpen ko?,Location
Saan ko siya makikita?,Location
Saan ka patungo?,Location
Saan bahay mo?,Location
Saan ka ba nung kailangan kita?,Location
Saan ba dapat lumugar?,Location
Saan ba dapat magpunta?,Location
Saan ka nag-aaral?,Location
Saan ka patungo?,Location
Saan bahay mo?,Location
Saan na ako pupunta kung wala ka?,Location
Saan mo siya natagpuan?,Location
Saan ka pupunta?,Location
Saan ang party?,Location
Saan mo ba nakuha ang wallet na ito?,Location
Saan ka nanaman ba galing?,Location
Saan punta mo?,Location
Saan ako magsisimulang maglinis?,Location
Saan tayo makakakuha ng maraming panggatong?,Location
Saan kaya nakatago ang ikapitong bola ng dragon?,Location
Alin sa mga bansa ng mundo ang pinakamayaman?,Location
Saan tayo kakain?,Location
Saan ba nakalagay ang mga alahas ni Senyora Victorina?,Location
Saan ka mag aaral ng kolehiyo?,Location
Alin sa mga mandala ng dayaming ito nakalagay ang karayom?,Location
Saan nila inilibing si Ferdinand Marcos?,Location
Saan kaya nakatago ang Yamashita Treasure?,Location
Saan nanggagaling ang mga ipis?,Location
Saan ka nanggaling?,Location
Saan ka pupunta?,Location
Saan nga ba ako matutulog ngayon?,Location
Saan kaya matatagpuan ang pusong sawi?,Location
Saan tayo magkita?,Location
Saan ka tutungo?,Location
Saan ka nakatira?,Location
Saan siya nadapa?,Location
Saan ka magbibihis?,Location
Saan ka patungo?,Location
Saan ba tayo pupunta? ,Location
Saan ka pupunta?,Location
Saan mo gustong pumunta?,Location
Saan na yung ballpen ko?,Location
Saan nga ba ako patungo?,Location
Saan ba yung department tindahan?,Location
Saan naman ang punta mo?,Location
Saan ka makikituloy habang wala ka pang matitirhan?,Location
Saan mo nabili ang pangkulay na yan?,Location
saan patungo ang langay-langayan?,Location
Saan ako susunod magbasa?,Location
"Saan pupunta sa Frodo at Sam, sa Gondor o sa Rivendell?",Location
Saan nakatira si Uvuvwevwevwe Onyetenyevwe Ugwemubwem Ossas?,Location
Saan na ba si Juan?,Location
Saan magaganap ang paligsahan?,Location
Saan ko makikita ang pinkamataas na bundok sa mundo?,Location
Saan ka magpapakasal?,Location
Saan kayo magtatrabaho?,Location
Saan kaya ako matutulog?,Location
Saan sila ikakasal?,Location
Saan tayo kakain?,Location
Saan ka nag-aaral?,Location
Saan ka patungo?,Location
Saan bahay mo?,Location
Saan ka ba nung kailangan kita?,Location
Saan ba dapat magpunta?,Location
Saan ka nag-aaral?,Location
Saan ka patungo?,Location
Saan bahay mo?,Location
Saan mo siya natagpuan?,Location
Saan ka pupunta?,Location
Saan ang party?,Location
Saan mo ba nakuha ang wallet na ito?,Location
Saan ka nanaman ba galing?,Location
Saan punta mo?,Location
Saan ako magsisimulang maglinis?,Location
Saan tayo makakakuha ng maraming panggatong?,Location
Saan kaya nakatago ang ikapitong bola ng dragon?,Location
Alin sa mga bansa ng mundo ang pinakamayaman?,Location
Saan tayo kakain?,Location
Saan ba nakalagay ang mga alahas ni Senyora Victorina?,Location
Saan ka nung kailangan kita?,Location
Saan nila inilibing si Ferdinand Marcos?,Location
Saan kaya nakatago ang Yamashita Treasure?,Location
